Redshift,Comoving distance (Mpc),Luminosity distance (Mpc),Angular-diameter distance (Mpc),Proper distance (Mpc)
52.39,12511.142,667969.88,234.335,4239.643
52.4,12511.352,668106.188,234.295,4239.647
52.41,12511.561,668242.498,234.255,4239.651
52.42,12511.771,668378.809,234.215,4239.654
52.43,12511.981,668515.121,234.175,4239.658
52.44,12512.19,668651.434,234.135,4239.662
52.45,12512.399,668787.748,234.095,4239.666
52.46,12512.609,668924.063,234.056,4239.67
52.47,12512.818,669060.379,234.016,4239.674
52.48,12513.027,669196.696,233.976,4239.678
52.49,12513.236,669333.014,233.936,4239.682
52.5,12513.445,669469.333,233.896,4239.686
52.51,12513.655,669605.654,233.856,4239.69
52.52,12513.864,669741.975,233.817,4239.694
52.53,12514.072,669878.297,233.777,4239.698
52.54,12514.281,670014.62,233.737,4239.701
52.55,12514.49,670150.945,233.697,4239.705
52.56,12514.699,670287.27,233.658,4239.709
52.57,12514.908,670423.596,233.618,4239.713
52.58,12515.116,670559.924,233.578,4239.717
52.59,12515.325,670696.252,233.538,4239.721
52.6,12515.533,670832.581,233.499,4239.725
52.61,12515.742,670968.912,233.459,4239.729
52.62,12515.95,671105.243,233.419,4239.733
52.63,12516.158,671241.576,233.38,4239.736
52.64,12516.367,671377.909,233.34,4239.74
52.65,12516.575,671514.244,233.301,4239.744
52.66,12516.783,671650.579,233.261,4239.748
52.67,12516.991,671786.916,233.221,4239.752
52.68,12517.199,671923.254,233.182,4239.756
52.69,12517.407,672059.592,233.142,4239.76
52.7,12517.615,672195.932,233.103,4239.764
52.71,12517.823,672332.273,233.063,4239.767
52.72,12518.031,672468.614,233.024,4239.771
52.73,12518.239,672604.957,232.984,4239.775
52.74,12518.446,672741.301,232.945,4239.779
52.75,12518.654,672877.646,232.905,4239.783
52.76,12518.861,673013.991,232.866,4239.787
52.77,12519.069,673150.338,232.826,4239.791
52.78,12519.276,673286.686,232.787,4239.795
52.79,12519.484,673423.035,232.747,4239.798
52.8,12519.691,673559.385,232.708,4239.802
52.81,12519.898,673695.736,232.669,4239.806
52.82,12520.106,673832.088,232.629,4239.81
52.83,12520.313,673968.441,232.59,4239.814
52.84,12520.52,674104.794,232.551,4239.818
52.85,12520.727,674241.149,232.511,4239.821
52.86,12520.934,674377.505,232.472,4239.825
52.87,12521.141,674513.862,232.433,4239.829
52.88,12521.348,674650.22,232.393,4239.833
52.89,12521.555,674786.58,232.354,4239.837
52.9,12521.761,674922.94,232.315,4239.841
52.91,12521.968,675059.301,232.275,4239.845
52.92,12522.175,675195.663,232.236,4239.848
52.93,12522.381,675332.026,232.197,4239.852
52.94,12522.588,675468.39,232.158,4239.856
52.95,12522.794,675604.755,232.119,4239.86
52.96,12523.001,675741.121,232.079,4239.864
52.97,12523.207,675877.488,232.04,4239.867
52.98,12523.413,676013.857,232.001,4239.871
52.99,12523.62,676150.226,231.962,4239.875
53,12523.826,676286.596,231.923,4239.879
53.01,12524.032,676422.967,231.884,4239.883
53.02,12524.238,676559.34,231.844,4239.887
53.03,12524.444,676695.713,231.805,4239.89
53.04,12524.65,676832.087,231.766,4239.894
53.05,12524.856,676968.462,231.727,4239.898
53.06,12525.062,677104.839,231.688,4239.902
53.07,12525.268,677241.216,231.649,4239.906
53.08,12525.473,677377.594,231.61,4239.909
53.09,12525.679,677513.974,231.571,4239.913
53.1,12525.885,677650.354,231.532,4239.917
53.11,12526.09,677786.735,231.493,4239.921
53.12,12526.296,677923.118,231.454,4239.925
53.13,12526.501,678059.501,231.415,4239.928
53.14,12526.706,678195.885,231.376,4239.932
53.15,12526.912,678332.271,231.337,4239.936
53.16,12527.117,678468.657,231.298,4239.94
53.17,12527.322,678605.045,231.259,4239.944
53.18,12527.527,678741.433,231.221,4239.947
53.19,12527.732,678877.823,231.182,4239.951
53.2,12527.938,679014.213,231.143,4239.955
53.21,12528.142,679150.604,231.104,4239.959
53.22,12528.347,679286.997,231.065,4239.963
53.23,12528.552,679423.39,231.026,4239.966
53.24,12528.757,679559.785,230.987,4239.97
53.25,12528.962,679696.18,230.949,4239.974
53.26,12529.167,679832.577,230.91,4239.978
53.27,12529.371,679968.974,230.871,4239.981
53.28,12529.576,680105.373,230.832,4239.985
53.29,12529.78,680241.772,230.794,4239.989
53.3,12529.985,680378.173,230.755,4239.993
53.31,12530.189,680514.574,230.716,4239.996
53.32,12530.394,680650.977,230.677,4240
53.33,12530.598,680787.38,230.639,4240.004
53.34,12530.802,680923.785,230.6,4240.008
53.35,12531.006,681060.191,230.561,4240.011
53.36,12531.21,681196.597,230.523,4240.015
53.37,12531.414,681333.005,230.484,4240.019
53.38,12531.618,681469.413,230.445,4240.023
53.39,12531.822,681605.823,230.407,4240.026
53.4,12532.026,681742.233,230.368,4240.03
53.41,12532.23,681878.645,230.33,4240.034
53.42,12532.434,682015.057,230.291,4240.038
53.43,12532.638,682151.471,230.252,4240.041
53.44,12532.841,682287.886,230.214,4240.045
53.45,12533.045,682424.301,230.175,4240.049
53.46,12533.249,682560.718,230.137,4240.053
53.47,12533.452,682697.135,230.098,4240.056
53.48,12533.656,682833.554,230.06,4240.06
53.49,12533.859,682969.973,230.021,4240.064
53.5,12534.062,683106.394,229.983,4240.068
53.51,12534.266,683242.816,229.944,4240.071
53.52,12534.469,683379.238,229.906,4240.075
53.53,12534.672,683515.662,229.867,4240.079
53.54,12534.875,683652.086,229.829,4240.083
53.55,12535.078,683788.512,229.791,4240.086
53.56,12535.281,683924.938,229.752,4240.09
53.57,12535.484,684061.366,229.714,4240.094
53.58,12535.687,684197.795,229.675,4240.097
53.59,12535.89,684334.224,229.637,4240.101
53.6,12536.093,684470.655,229.599,4240.105
53.61,12536.295,684607.086,229.56,4240.109
53.62,12536.498,684743.519,229.522,4240.112
53.63,12536.701,684879.952,229.484,4240.116
53.64,12536.903,685016.387,229.446,4240.12
53.65,12537.106,685152.822,229.407,4240.123
53.66,12537.308,685289.259,229.369,4240.127
53.67,12537.51,685425.697,229.331,4240.131
53.68,12537.713,685562.135,229.292,4240.135
53.69,12537.915,685698.575,229.254,4240.138
53.7,12538.117,685835.015,229.216,4240.142
53.71,12538.319,685971.457,229.178,4240.146
53.72,12538.522,686107.899,229.14,4240.149
53.73,12538.724,686244.343,229.101,4240.153
53.74,12538.926,686380.787,229.063,4240.157
53.75,12539.128,686517.233,229.025,4240.16
53.76,12539.329,686653.679,228.987,4240.164
53.77,12539.531,686790.127,228.949,4240.168
53.78,12539.733,686926.575,228.911,4240.171
53.79,12539.935,687063.025,228.873,4240.175
53.8,12540.136,687199.475,228.835,4240.179
53.81,12540.338,687335.926,228.797,4240.182
53.82,12540.54,687472.379,228.758,4240.186
53.83,12540.741,687608.832,228.72,4240.19
53.84,12540.943,687745.287,228.682,4240.193
53.85,12541.144,687881.742,228.644,4240.197
53.86,12541.345,688018.199,228.606,4240.201
53.87,12541.546,688154.656,228.568,4240.204
53.88,12541.748,688291.114,228.53,4240.208
53.89,12541.949,688427.574,228.492,4240.212
53.9,12542.15,688564.034,228.454,4240.215
53.91,12542.351,688700.495,228.417,4240.219
53.92,12542.552,688836.958,228.379,4240.223
53.93,12542.753,688973.421,228.341,4240.226
53.94,12542.954,689109.885,228.303,4240.23
53.95,12543.155,689246.351,228.265,4240.234
53.96,12543.355,689382.817,228.227,4240.237
53.97,12543.556,689519.284,228.189,4240.241
53.98,12543.757,689655.752,228.151,4240.245
53.99,12543.957,689792.222,228.113,4240.248
54,12544.158,689928.692,228.076,4240.252
54.01,12544.359,690065.163,228.038,4240.256
54.02,12544.559,690201.635,228,4240.259
54.03,12544.759,690338.109,227.962,4240.263
54.04,12544.96,690474.583,227.924,4240.267
54.05,12545.16,690611.058,227.887,4240.27
54.06,12545.36,690747.534,227.849,4240.274
54.07,12545.56,690884.011,227.811,4240.278
54.08,12545.761,691020.489,227.773,4240.281
54.09,12545.961,691156.968,227.736,4240.285
54.1,12546.161,691293.448,227.698,4240.288
54.11,12546.361,691429.93,227.66,4240.292
54.12,12546.56,691566.412,227.623,4240.296
54.13,12546.76,691702.895,227.585,4240.299
54.14,12546.96,691839.379,227.547,4240.303
54.15,12547.16,691975.864,227.51,4240.307
54.16,12547.359,692112.35,227.472,4240.31
54.17,12547.559,692248.837,227.434,4240.314
54.18,12547.759,692385.325,227.397,4240.317
54.19,12547.958,692521.813,227.359,4240.321
54.2,12548.158,692658.303,227.322,4240.325
54.21,12548.357,692794.794,227.284,4240.328
54.22,12548.556,692931.286,227.247,4240.332
54.23,12548.756,693067.779,227.209,4240.335
54.24,12548.955,693204.273,227.172,4240.339
54.25,12549.154,693340.768,227.134,4240.343
54.26,12549.353,693477.263,227.097,4240.346
54.27,12549.552,693613.76,227.059,4240.35
54.28,12549.751,693750.258,227.022,4240.353
54.29,12549.95,693886.757,226.984,4240.357
54.3,12550.149,694023.256,226.947,4240.361
54.31,12550.348,694159.757,226.909,4240.364
54.32,12550.547,694296.259,226.872,4240.368
54.33,12550.746,694432.761,226.834,4240.371
54.34,12550.944,694569.265,226.797,4240.375
54.35,12551.143,694705.769,226.76,4240.379
54.36,12551.342,694842.275,226.722,4240.382
54.37,12551.54,694978.782,226.685,4240.386
54.38,12551.739,695115.289,226.648,4240.389
54.39,12551.937,695251.798,226.61,4240.393
54.4,12552.136,695388.307,226.573,4240.397
54.41,12552.334,695524.817,226.536,4240.4
54.42,12552.532,695661.329,226.498,4240.404
54.43,12552.73,695797.841,226.461,4240.407
54.44,12552.928,695934.355,226.424,4240.411
54.45,12553.127,696070.869,226.386,4240.414
54.46,12553.325,696207.384,226.349,4240.418
54.47,12553.523,696343.901,226.312,4240.422
54.48,12553.721,696480.418,226.275,4240.425
54.49,12553.918,696616.936,226.237,4240.429
54.5,12554.116,696753.455,226.2,4240.432
54.51,12554.314,696889.976,226.163,4240.436
54.52,12554.512,697026.497,226.126,4240.439
54.53,12554.71,697163.019,226.089,4240.443
54.54,12554.907,697299.542,226.052,4240.447
54.55,12555.105,697436.066,226.014,4240.45
54.56,12555.302,697572.591,225.977,4240.454
54.57,12555.5,697709.117,225.94,4240.457
54.58,12555.697,697845.644,225.903,4240.461
54.59,12555.894,697982.172,225.866,4240.464
54.6,12556.092,698118.701,225.829,4240.468
54.61,12556.289,698255.231,225.792,4240.471
54.62,12556.486,698391.762,225.755,4240.475
54.63,12556.683,698528.293,225.718,4240.478
54.64,12556.88,698664.826,225.681,4240.482
54.65,12557.077,698801.36,225.644,4240.486
54.66,12557.274,698937.895,225.607,4240.489
54.67,12557.471,699074.43,225.57,4240.493
54.68,12557.668,699210.967,225.533,4240.496
54.69,12557.865,699347.505,225.496,4240.5
54.7,12558.062,699484.043,225.459,4240.503
54.71,12558.259,699620.583,225.422,4240.507
54.72,12558.455,699757.124,225.385,4240.51
54.73,12558.652,699893.665,225.348,4240.514
54.74,12558.848,700030.208,225.311,4240.517
54.75,12559.045,700166.751,225.274,4240.521
54.76,12559.241,700303.295,225.237,4240.524
54.77,12559.438,700439.841,225.201,4240.528
54.78,12559.634,700576.387,225.164,4240.531
54.79,12559.83,700712.934,225.127,4240.535
54.8,12560.027,700849.483,225.09,4240.538
54.81,12560.223,700986.032,225.053,4240.542
54.82,12560.419,701122.582,225.016,4240.546
54.83,12560.615,701259.133,224.98,4240.549
54.84,12560.811,701395.685,224.943,4240.553
54.85,12561.007,701532.238,224.906,4240.556
54.86,12561.203,701668.793,224.869,4240.56
54.87,12561.399,701805.348,224.833,4240.563
54.88,12561.595,701941.904,224.796,4240.567
54.89,12561.79,702078.46,224.759,4240.57
54.9,12561.986,702215.018,224.722,4240.574
54.91,12562.182,702351.577,224.686,4240.577
54.92,12562.377,702488.137,224.649,4240.581
54.93,12562.573,702624.698,224.612,4240.584
54.94,12562.768,702761.26,224.576,4240.588
54.95,12562.964,702897.822,224.539,4240.591
54.96,12563.159,703034.386,224.502,4240.595
54.97,12563.354,703170.951,224.466,4240.598
54.98,12563.55,703307.516,224.429,4240.602
54.99,12563.745,703444.083,224.393,4240.605
55,12563.94,703580.65,224.356,4240.608
55.01,12564.135,703717.219,224.32,4240.612
55.02,12564.33,703853.788,224.283,4240.615
55.03,12564.525,703990.359,224.246,4240.619
55.04,12564.72,704126.93,224.21,4240.622
55.05,12564.915,704263.502,224.173,4240.626
55.06,12565.11,704400.076,224.137,4240.629
55.07,12565.305,704536.65,224.1,4240.633
55.08,12565.5,704673.225,224.064,4240.636
55.09,12565.694,704809.801,224.027,4240.64
55.1,12565.889,704946.378,223.991,4240.643
55.11,12566.084,705082.956,223.954,4240.647
55.12,12566.278,705219.535,223.918,4240.65
55.13,12566.473,705356.115,223.882,4240.654
55.14,12566.667,705492.696,223.845,4240.657
55.15,12566.862,705629.278,223.809,4240.661
55.16,12567.056,705765.861,223.772,4240.664
55.17,12567.25,705902.445,223.736,4240.668
55.18,12567.444,706039.029,223.7,4240.671
55.19,12567.639,706175.615,223.663,4240.674
55.2,12567.833,706312.202,223.627,4240.678
55.21,12568.027,706448.789,223.591,4240.681
55.22,12568.221,706585.378,223.554,4240.685
55.23,12568.415,706721.967,223.518,4240.688
55.24,12568.609,706858.558,223.482,4240.692
55.25,12568.803,706995.149,223.445,4240.695
55.26,12568.996,707131.742,223.409,4240.699
55.27,12569.19,707268.335,223.373,4240.702
55.28,12569.384,707404.929,223.337,4240.705
55.29,12569.578,707541.525,223.3,4240.709
55.3,12569.771,707678.121,223.264,4240.712
55.31,12569.965,707814.718,223.228,4240.716
55.32,12570.158,707951.316,223.192,4240.719
55.33,12570.352,708087.915,223.156,4240.723
55.34,12570.545,708224.515,223.119,4240.726
55.35,12570.739,708361.116,223.083,4240.73
55.36,12570.932,708497.718,223.047,4240.733
55.37,12571.125,708634.321,223.011,4240.736
55.38,12571.318,708770.924,222.975,4240.74
55.39,12571.511,708907.529,222.939,4240.743
55.4,12571.705,709044.135,222.903,4240.747
55.41,12571.898,709180.742,222.866,4240.75
55.42,12572.091,709317.349,222.83,4240.753
55.43,12572.283,709453.958,222.794,4240.757
55.44,12572.476,709590.567,222.758,4240.76
55.45,12572.669,709727.178,222.722,4240.764
55.46,12572.862,709863.789,222.686,4240.767
55.47,12573.055,710000.401,222.65,4240.771
55.48,12573.247,710137.015,222.614,4240.774
55.49,12573.44,710273.629,222.578,4240.777
55.5,12573.633,710410.244,222.542,4240.781
55.51,12573.825,710546.86,222.506,4240.784
55.52,12574.018,710683.477,222.47,4240.788
55.53,12574.21,710820.095,222.434,4240.791
55.54,12574.402,710956.714,222.398,4240.794
55.55,12574.595,711093.334,222.362,4240.798
55.56,12574.787,711229.955,222.327,4240.801
55.57,12574.979,711366.577,222.291,4240.805
55.58,12575.171,711503.199,222.255,4240.808
55.59,12575.364,711639.823,222.219,4240.811
55.6,12575.556,711776.448,222.183,4240.815
55.61,12575.748,711913.073,222.147,4240.818
55.62,12575.94,712049.7,222.111,4240.822
55.63,12576.132,712186.327,222.075,4240.825
55.64,12576.323,712322.956,222.04,4240.828
55.65,12576.515,712459.585,222.004,4240.832
55.66,12576.707,712596.215,221.968,4240.835
55.67,12576.899,712732.846,221.932,4240.839
55.68,12577.09,712869.479,221.896,4240.842
55.69,12577.282,713006.112,221.861,4240.845
55.7,12577.473,713142.746,221.825,4240.849
55.71,12577.665,713279.381,221.789,4240.852
55.72,12577.856,713416.017,221.753,4240.855
55.73,12578.048,713552.654,221.718,4240.859
55.74,12578.239,713689.291,221.682,4240.862
55.75,12578.43,713825.93,221.646,4240.866
55.76,12578.622,713962.57,221.611,4240.869
55.77,12578.813,714099.21,221.575,4240.872
55.78,12579.004,714235.852,221.539,4240.876
55.79,12579.195,714372.495,221.504,4240.879
55.8,12579.386,714509.138,221.468,4240.882
55.81,12579.577,714645.782,221.432,4240.886
55.82,12579.768,714782.428,221.397,4240.889
55.83,12579.959,714919.074,221.361,4240.892
55.84,12580.15,715055.721,221.326,4240.896
55.85,12580.341,715192.369,221.29,4240.899
55.86,12580.531,715329.018,221.255,4240.903
55.87,12580.722,715465.668,221.219,4240.906
55.88,12580.913,715602.319,221.183,4240.909
55.89,12581.103,715738.971,221.148,4240.913
55.9,12581.294,715875.624,221.112,4240.916
55.91,12581.484,716012.278,221.077,4240.919
55.92,12581.675,716148.933,221.041,4240.923
55.93,12581.865,716285.588,221.006,4240.926
55.94,12582.056,716422.245,220.97,4240.929
55.95,12582.246,716558.902,220.935,4240.933
55.96,12582.436,716695.561,220.9,4240.936
55.97,12582.626,716832.22,220.864,4240.939
55.98,12582.816,716968.88,220.829,4240.943
55.99,12583.007,717105.542,220.793,4240.946
56,12583.197,717242.204,220.758,4240.949
56.01,12583.387,717378.867,220.722,4240.953
56.02,12583.576,717515.531,220.687,4240.956
56.03,12583.766,717652.196,220.652,4240.959
56.04,12583.956,717788.862,220.616,4240.963
56.05,12584.146,717925.529,220.581,4240.966
56.06,12584.336,718062.197,220.546,4240.969
56.07,12584.525,718198.865,220.51,4240.973
56.08,12584.715,718335.535,220.475,4240.976
56.09,12584.905,718472.205,220.44,4240.979
56.1,12585.094,718608.877,220.404,4240.983
56.11,12585.284,718745.549,220.369,4240.986
56.12,12585.473,718882.223,220.334,4240.989
56.13,12585.662,719018.897,220.299,4240.993
56.14,12585.852,719155.572,220.263,4240.996
56.15,12586.041,719292.249,220.228,4240.999
56.16,12586.23,719428.926,220.193,4241.002
56.17,12586.42,719565.604,220.158,4241.006
56.18,12586.609,719702.283,220.123,4241.009
56.19,12586.798,719838.962,220.087,4241.012
56.2,12586.987,719975.643,220.052,4241.016
56.21,12587.176,720112.325,220.017,4241.019
56.22,12587.365,720249.008,219.982,4241.022
56.23,12587.554,720385.691,219.947,4241.026
56.24,12587.742,720522.376,219.912,4241.029
56.25,12587.931,720659.061,219.877,4241.032
56.26,12588.12,720795.748,219.841,4241.036
56.27,12588.309,720932.435,219.806,4241.039
56.28,12588.497,721069.123,219.771,4241.042
56.29,12588.686,721205.812,219.736,4241.045
56.3,12588.874,721342.502,219.701,4241.049
56.31,12589.063,721479.193,219.666,4241.052
56.32,12589.251,721615.885,219.631,4241.055
56.33,12589.44,721752.578,219.596,4241.059
56.34,12589.628,721889.272,219.561,4241.062
56.35,12589.816,722025.967,219.526,4241.065
56.36,12590.005,722162.662,219.491,4241.068
56.37,12590.193,722299.359,219.456,4241.072
56.38,12590.381,722436.057,219.421,4241.075
56.39,12590.569,722572.755,219.386,4241.078
56.4,12590.757,722709.454,219.351,4241.082
56.41,12590.945,722846.155,219.316,4241.085
56.42,12591.133,722982.856,219.281,4241.088
56.43,12591.321,723119.558,219.246,4241.091
56.44,12591.509,723256.261,219.212,4241.095
56.45,12591.697,723392.965,219.177,4241.098
