Redshift,Comoving distance (Mpc),Luminosity distance (Mpc),Angular-diameter distance (Mpc),Proper distance (Mpc)
46.33,12372.032,585568.27,261.399,4236.872
46.34,12372.283,585703.894,261.349,4236.877
46.35,12372.535,585839.519,261.3,4236.883
46.36,12372.786,585975.146,261.25,4236.888
46.37,12373.037,586110.773,261.2,4236.893
46.38,12373.288,586246.402,261.15,4236.899
46.39,12373.539,586382.032,261.1,4236.904
46.4,12373.79,586517.663,261.05,4236.909
46.41,12374.041,586653.296,261.001,4236.914
46.42,12374.292,586788.93,260.951,4236.92
46.43,12374.543,586924.565,260.901,4236.925
46.44,12374.793,587060.201,260.851,4236.93
46.45,12375.044,587195.838,260.802,4236.936
46.46,12375.294,587331.477,260.752,4236.941
46.47,12375.545,587467.117,260.702,4236.946
46.48,12375.795,587602.758,260.653,4236.951
46.49,12376.045,587738.4,260.603,4236.957
46.5,12376.296,587874.044,260.554,4236.962
46.51,12376.546,588009.689,260.504,4236.967
46.52,12376.796,588145.335,260.454,4236.972
46.53,12377.046,588280.982,260.405,4236.978
46.54,12377.296,588416.631,260.355,4236.983
46.55,12377.545,588552.281,260.306,4236.988
46.56,12377.795,588687.932,260.256,4236.993
46.57,12378.045,588823.584,260.207,4236.999
46.58,12378.294,588959.238,260.158,4237.004
46.59,12378.544,589094.892,260.108,4237.009
46.6,12378.793,589230.548,260.059,4237.014
46.61,12379.042,589366.205,260.009,4237.02
46.62,12379.292,589501.864,259.96,4237.025
46.63,12379.541,589637.523,259.911,4237.03
46.64,12379.79,589773.184,259.861,4237.035
46.65,12380.039,589908.846,259.812,4237.041
46.66,12380.288,590044.51,259.763,4237.046
46.67,12380.536,590180.174,259.713,4237.051
46.68,12380.785,590315.84,259.664,4237.056
46.69,12381.034,590451.507,259.615,4237.061
46.7,12381.282,590587.175,259.566,4237.067
46.71,12381.531,590722.845,259.516,4237.072
46.72,12381.779,590858.515,259.467,4237.077
46.73,12382.028,590994.187,259.418,4237.082
46.74,12382.276,591129.86,259.369,4237.088
46.75,12382.524,591265.535,259.32,4237.093
46.76,12382.772,591401.21,259.271,4237.098
46.77,12383.02,591536.887,259.222,4237.103
46.78,12383.268,591672.565,259.173,4237.108
46.79,12383.516,591808.244,259.124,4237.113
46.8,12383.764,591943.925,259.075,4237.119
46.81,12384.012,592079.606,259.026,4237.124
46.82,12384.26,592215.289,258.977,4237.129
46.83,12384.507,592350.973,258.928,4237.134
46.84,12384.755,592486.659,258.879,4237.139
46.85,12385.002,592622.345,258.83,4237.145
46.86,12385.249,592758.033,258.781,4237.15
46.87,12385.497,592893.722,258.732,4237.155
46.88,12385.744,593029.412,258.683,4237.16
46.89,12385.991,593165.104,258.634,4237.165
46.9,12386.238,593300.796,258.585,4237.17
46.91,12386.485,593436.49,258.537,4237.176
46.92,12386.732,593572.185,258.488,4237.181
46.93,12386.979,593707.882,258.439,4237.186
46.94,12387.225,593843.579,258.39,4237.191
46.95,12387.472,593979.278,258.341,4237.196
46.96,12387.718,594114.978,258.293,4237.201
46.97,12387.965,594250.679,258.244,4237.206
46.98,12388.211,594386.381,258.195,4237.212
46.99,12388.458,594522.085,258.147,4237.217
47,12388.704,594657.79,258.098,4237.222
47.01,12388.95,594793.496,258.049,4237.227
47.02,12389.196,594929.203,258.001,4237.232
47.03,12389.442,595064.911,257.952,4237.237
47.04,12389.688,595200.621,257.904,4237.242
47.05,12389.934,595336.332,257.855,4237.247
47.06,12390.18,595472.044,257.806,4237.253
47.07,12390.426,595607.757,257.758,4237.258
47.08,12390.671,595743.472,257.709,4237.263
47.09,12390.917,595879.188,257.661,4237.268
47.1,12391.162,596014.904,257.613,4237.273
47.11,12391.408,596150.623,257.564,4237.278
47.12,12391.653,596286.342,257.516,4237.283
47.13,12391.898,596422.062,257.467,4237.288
47.14,12392.143,596557.784,257.419,4237.293
47.15,12392.389,596693.507,257.37,4237.298
47.16,12392.634,596829.231,257.322,4237.304
47.17,12392.878,596964.957,257.274,4237.309
47.18,12393.123,597100.683,257.225,4237.314
47.19,12393.368,597236.411,257.177,4237.319
47.2,12393.613,597372.14,257.129,4237.324
47.21,12393.858,597507.87,257.081,4237.329
47.22,12394.102,597643.602,257.032,4237.334
47.23,12394.347,597779.334,256.984,4237.339
47.24,12394.591,597915.068,256.936,4237.344
47.25,12394.835,598050.803,256.888,4237.349
47.26,12395.08,598186.539,256.84,4237.354
47.27,12395.324,598322.277,256.791,4237.359
47.28,12395.568,598458.015,256.743,4237.364
47.29,12395.812,598593.755,256.695,4237.369
47.3,12396.056,598729.496,256.647,4237.374
47.31,12396.3,598865.239,256.599,4237.38
47.32,12396.544,599000.982,256.551,4237.385
47.33,12396.787,599136.727,256.503,4237.39
47.34,12397.031,599272.473,256.455,4237.395
47.35,12397.274,599408.22,256.407,4237.4
47.36,12397.518,599543.968,256.359,4237.405
47.37,12397.761,599679.717,256.311,4237.41
47.38,12398.005,599815.468,256.263,4237.415
47.39,12398.248,599951.22,256.215,4237.42
47.4,12398.491,600086.973,256.167,4237.425
47.41,12398.734,600222.727,256.119,4237.43
47.42,12398.977,600358.482,256.071,4237.435
47.43,12399.22,600494.239,256.024,4237.44
47.44,12399.463,600629.997,255.976,4237.445
47.45,12399.706,600765.756,255.928,4237.45
47.46,12399.949,600901.516,255.88,4237.455
47.47,12400.191,601037.278,255.832,4237.46
47.48,12400.434,601173.04,255.785,4237.465
47.49,12400.677,601308.804,255.737,4237.47
47.5,12400.919,601444.569,255.689,4237.475
47.51,12401.161,601580.335,255.641,4237.48
47.52,12401.404,601716.103,255.594,4237.485
47.53,12401.646,601851.871,255.546,4237.49
47.54,12401.888,601987.641,255.498,4237.495
47.55,12402.13,602123.412,255.451,4237.5
47.56,12402.372,602259.184,255.403,4237.505
47.57,12402.614,602394.958,255.355,4237.51
47.58,12402.856,602530.732,255.308,4237.515
47.59,12403.098,602666.508,255.26,4237.52
47.6,12403.339,602802.285,255.213,4237.525
47.61,12403.581,602938.063,255.165,4237.53
47.62,12403.822,603073.842,255.118,4237.535
47.63,12404.064,603209.623,255.07,4237.54
47.64,12404.305,603345.404,255.023,4237.545
47.65,12404.547,603481.187,254.975,4237.55
47.66,12404.788,603616.971,254.928,4237.555
47.67,12405.029,603752.757,254.88,4237.56
47.68,12405.27,603888.543,254.833,4237.565
47.69,12405.511,604024.331,254.786,4237.569
47.7,12405.752,604160.119,254.738,4237.574
47.71,12405.993,604295.909,254.691,4237.579
47.72,12406.234,604431.701,254.644,4237.584
47.73,12406.474,604567.493,254.596,4237.589
47.74,12406.715,604703.287,254.549,4237.594
47.75,12406.956,604839.081,254.502,4237.599
47.76,12407.196,604974.877,254.454,4237.604
47.77,12407.436,605110.674,254.407,4237.609
47.78,12407.677,605246.473,254.36,4237.614
47.79,12407.917,605382.272,254.313,4237.619
47.8,12408.157,605518.073,254.266,4237.624
47.81,12408.397,605653.875,254.218,4237.629
47.82,12408.637,605789.678,254.171,4237.634
47.83,12408.877,605925.482,254.124,4237.639
47.84,12409.117,606061.287,254.077,4237.643
47.85,12409.357,606197.094,254.03,4237.648
47.86,12409.597,606332.902,253.983,4237.653
47.87,12409.837,606468.711,253.936,4237.658
47.88,12410.076,606604.521,253.889,4237.663
47.89,12410.316,606740.332,253.842,4237.668
47.9,12410.555,606876.145,253.795,4237.673
47.91,12410.794,607011.958,253.748,4237.678
47.92,12411.034,607147.773,253.701,4237.683
47.93,12411.273,607283.589,253.654,4237.688
47.94,12411.512,607419.406,253.607,4237.692
47.95,12411.751,607555.225,253.56,4237.697
47.96,12411.99,607691.044,253.513,4237.702
47.97,12412.229,607826.865,253.466,4237.707
47.98,12412.468,607962.687,253.419,4237.712
47.99,12412.707,608098.51,253.372,4237.717
48,12412.946,608234.334,253.325,4237.722
48.01,12413.184,608370.16,253.279,4237.727
48.02,12413.423,608505.987,253.232,4237.731
48.03,12413.661,608641.814,253.185,4237.736
48.04,12413.9,608777.643,253.138,4237.741
48.05,12414.138,608913.473,253.092,4237.746
48.06,12414.376,609049.305,253.045,4237.751
48.07,12414.615,609185.137,252.998,4237.756
48.08,12414.853,609320.971,252.951,4237.761
48.09,12415.091,609456.806,252.905,4237.765
48.1,12415.329,609592.642,252.858,4237.77
48.11,12415.567,609728.479,252.811,4237.775
48.12,12415.805,609864.317,252.765,4237.78
48.13,12416.042,610000.157,252.718,4237.785
48.14,12416.28,610135.998,252.672,4237.79
48.15,12416.518,610271.839,252.625,4237.794
48.16,12416.755,610407.682,252.578,4237.799
48.17,12416.993,610543.527,252.532,4237.804
48.18,12417.23,610679.372,252.485,4237.809
48.19,12417.467,610815.219,252.439,4237.814
48.2,12417.705,610951.066,252.392,4237.819
48.21,12417.942,611086.915,252.346,4237.823
48.22,12418.179,611222.765,252.299,4237.828
48.23,12418.416,611358.616,252.253,4237.833
48.24,12418.653,611494.469,252.207,4237.838
48.25,12418.89,611630.322,252.16,4237.843
48.26,12419.127,611766.177,252.114,4237.847
48.27,12419.363,611902.033,252.067,4237.852
48.28,12419.6,612037.89,252.021,4237.857
48.29,12419.837,612173.748,251.975,4237.862
48.3,12420.073,612309.608,251.928,4237.867
48.31,12420.31,612445.468,251.882,4237.871
48.32,12420.546,612581.33,251.836,4237.876
48.33,12420.782,612717.193,251.79,4237.881
48.34,12421.019,612853.057,251.743,4237.886
48.35,12421.255,612988.922,251.697,4237.891
48.36,12421.491,613124.789,251.651,4237.895
48.37,12421.727,613260.656,251.605,4237.9
48.38,12421.963,613396.525,251.559,4237.905
48.39,12422.199,613532.395,251.512,4237.91
48.4,12422.435,613668.266,251.466,4237.915
48.41,12422.67,613804.138,251.42,4237.919
48.42,12422.906,613940.011,251.374,4237.924
48.43,12423.142,614075.886,251.328,4237.929
48.44,12423.377,614211.761,251.282,4237.934
48.45,12423.613,614347.638,251.236,4237.938
48.46,12423.848,614483.516,251.19,4237.943
48.47,12424.083,614619.395,251.144,4237.948
48.48,12424.318,614755.276,251.098,4237.953
48.49,12424.554,614891.157,251.052,4237.957
48.5,12424.789,615027.04,251.006,4237.962
48.51,12425.024,615162.923,250.96,4237.967
48.52,12425.259,615298.808,250.914,4237.972
48.53,12425.494,615434.695,250.868,4237.976
48.54,12425.728,615570.582,250.822,4237.981
48.55,12425.963,615706.47,250.776,4237.986
48.56,12426.198,615842.36,250.73,4237.991
48.57,12426.432,615978.25,250.685,4237.995
48.58,12426.667,616114.142,250.639,4238
48.59,12426.901,616250.035,250.593,4238.005
48.6,12427.136,616385.93,250.547,4238.01
48.61,12427.37,616521.825,250.501,4238.014
48.62,12427.604,616657.721,250.456,4238.019
48.63,12427.838,616793.619,250.41,4238.024
48.64,12428.072,616929.518,250.364,4238.028
48.65,12428.307,617065.418,250.318,4238.033
48.66,12428.54,617201.319,250.273,4238.038
48.67,12428.774,617337.221,250.227,4238.043
48.68,12429.008,617473.125,250.181,4238.047
48.69,12429.242,617609.029,250.136,4238.052
48.7,12429.476,617744.935,250.09,4238.057
48.71,12429.709,617880.842,250.044,4238.061
48.72,12429.943,618016.75,249.999,4238.066
48.73,12430.176,618152.659,249.953,4238.071
48.74,12430.41,618288.569,249.908,4238.075
48.75,12430.643,618424.481,249.862,4238.08
48.76,12430.876,618560.393,249.817,4238.085
48.77,12431.109,618696.307,249.771,4238.089
48.78,12431.342,618832.222,249.726,4238.094
48.79,12431.575,618968.138,249.68,4238.099
48.8,12431.808,619104.055,249.635,4238.104
48.81,12432.041,619239.974,249.589,4238.108
48.82,12432.274,619375.893,249.544,4238.113
48.83,12432.507,619511.814,249.498,4238.118
48.84,12432.739,619647.735,249.453,4238.122
48.85,12432.972,619783.658,249.408,4238.127
48.86,12433.205,619919.583,249.362,4238.132
48.87,12433.437,620055.508,249.317,4238.136
48.88,12433.669,620191.434,249.272,4238.141
48.89,12433.902,620327.362,249.226,4238.146
48.9,12434.134,620463.29,249.181,4238.15
48.91,12434.366,620599.22,249.136,4238.155
48.92,12434.598,620735.151,249.091,4238.159
48.93,12434.83,620871.083,249.045,4238.164
48.94,12435.062,621007.016,249,4238.169
48.95,12435.294,621142.951,248.955,4238.173
48.96,12435.526,621278.886,248.91,4238.178
48.97,12435.758,621414.823,248.864,4238.183
48.98,12435.99,621550.761,248.819,4238.187
48.99,12436.221,621686.7,248.774,4238.192
49,12436.453,621822.64,248.729,4238.197
49.01,12436.684,621958.581,248.684,4238.201
49.02,12436.916,622094.523,248.639,4238.206
49.03,12437.147,622230.467,248.594,4238.21
49.04,12437.378,622366.411,248.549,4238.215
49.05,12437.61,622502.357,248.504,4238.22
49.06,12437.841,622638.304,248.459,4238.224
49.07,12438.072,622774.252,248.414,4238.229
49.08,12438.303,622910.201,248.369,4238.234
49.09,12438.534,623046.152,248.324,4238.238
49.1,12438.765,623182.103,248.279,4238.243
49.11,12438.995,623318.056,248.234,4238.247
49.12,12439.226,623454.01,248.189,4238.252
49.13,12439.457,623589.964,248.144,4238.257
49.14,12439.687,623725.92,248.099,4238.261
49.15,12439.918,623861.878,248.054,4238.266
49.16,12440.148,623997.836,248.009,4238.27
49.17,12440.379,624133.795,247.964,4238.275
49.18,12440.609,624269.756,247.92,4238.28
49.19,12440.839,624405.718,247.875,4238.284
49.2,12441.069,624541.68,247.83,4238.289
49.21,12441.299,624677.644,247.785,4238.293
49.22,12441.529,624813.609,247.741,4238.298
49.23,12441.759,624949.576,247.696,4238.303
49.24,12441.989,625085.543,247.651,4238.307
49.25,12442.219,625221.512,247.606,4238.312
49.26,12442.449,625357.481,247.562,4238.316
49.27,12442.679,625493.452,247.517,4238.321
49.28,12442.908,625629.424,247.472,4238.325
49.29,12443.138,625765.397,247.428,4238.33
49.3,12443.367,625901.371,247.383,4238.334
49.31,12443.597,626037.346,247.338,4238.339
49.32,12443.826,626173.323,247.294,4238.344
49.33,12444.055,626309.3,247.249,4238.348
49.34,12444.284,626445.279,247.205,4238.353
49.35,12444.514,626581.259,247.16,4238.357
49.36,12444.743,626717.239,247.116,4238.362
49.37,12444.972,626853.222,247.071,4238.366
49.38,12445.201,626989.205,247.027,4238.371
49.39,12445.429,627125.189,246.982,4238.375
49.4,12445.658,627261.174,246.938,4238.38
49.41,12445.887,627397.161,246.893,4238.385
49.42,12446.116,627533.149,246.849,4238.389
49.43,12446.344,627669.137,246.804,4238.394
49.44,12446.573,627805.127,246.76,4238.398
49.45,12446.801,627941.118,246.716,4238.403
49.46,12447.03,628077.111,246.671,4238.407
49.47,12447.258,628213.104,246.627,4238.412
49.48,12447.486,628349.098,246.583,4238.416
49.49,12447.714,628485.094,246.538,4238.421
49.5,12447.942,628621.091,246.494,4238.425
49.51,12448.17,628757.088,246.45,4238.43
49.52,12448.398,628893.087,246.405,4238.434
49.53,12448.626,629029.087,246.361,4238.439
49.54,12448.854,629165.089,246.317,4238.443
49.55,12449.082,629301.091,246.273,4238.448
49.56,12449.31,629437.094,246.228,4238.452
49.57,12449.537,629573.099,246.184,4238.457
49.58,12449.765,629709.104,246.14,4238.461
49.59,12449.992,629845.111,246.096,4238.466
49.6,12450.22,629981.119,246.052,4238.47
49.61,12450.447,630117.128,246.008,4238.475
49.62,12450.674,630253.138,245.964,4238.479
49.63,12450.902,630389.149,245.919,4238.484
49.64,12451.129,630525.162,245.875,4238.488
49.65,12451.356,630661.175,245.831,4238.493
49.66,12451.583,630797.19,245.787,4238.497
49.67,12451.81,630933.206,245.743,4238.502
49.68,12452.037,631069.222,245.699,4238.506
49.69,12452.264,631205.24,245.655,4238.511
49.7,12452.49,631341.26,245.611,4238.515
49.71,12452.717,631477.28,245.567,4238.52
49.72,12452.944,631613.301,245.523,4238.524
49.73,12453.17,631749.323,245.479,4238.529
49.74,12453.397,631885.347,245.435,4238.533
49.75,12453.623,632021.372,245.392,4238.537
49.76,12453.849,632157.397,245.348,4238.542
49.77,12454.076,632293.424,245.304,4238.546
49.78,12454.302,632429.452,245.26,4238.551
49.79,12454.528,632565.481,245.216,4238.555
49.8,12454.754,632701.512,245.172,4238.56
49.81,12454.98,632837.543,245.129,4238.564
49.82,12455.206,632973.575,245.085,4238.569
49.83,12455.432,633109.609,245.041,4238.573
49.84,12455.658,633245.644,244.997,4238.578
49.85,12455.884,633381.679,244.953,4238.582
49.86,12456.109,633517.716,244.91,4238.586
49.87,12456.335,633653.754,244.866,4238.591
49.88,12456.56,633789.793,244.822,4238.595
49.89,12456.786,633925.834,244.779,4238.6
49.9,12457.011,634061.875,244.735,4238.604
49.91,12457.237,634197.917,244.691,4238.609
49.92,12457.462,634333.961,244.648,4238.613
49.93,12457.687,634470.006,244.604,4238.617
49.94,12457.912,634606.051,244.561,4238.622
49.95,12458.137,634742.098,244.517,4238.626
49.96,12458.362,634878.146,244.473,4238.631
49.97,12458.587,635014.195,244.43,4238.635
49.98,12458.812,635150.246,244.386,4238.639
49.99,12459.037,635286.297,244.343,4238.644
50,12459.262,635422.349,244.299,4238.648
50.01,12459.486,635558.403,244.256,4238.653
50.02,12459.711,635694.458,244.212,4238.657
50.03,12459.936,635830.513,244.169,4238.662
50.04,12460.16,635966.57,244.125,4238.666
50.05,12460.384,636102.628,244.082,4238.67
50.06,12460.609,636238.687,244.039,4238.675
50.07,12460.833,636374.747,243.995,4238.679
50.08,12461.057,636510.809,243.952,4238.683
50.09,12461.281,636646.871,243.908,4238.688
50.1,12461.506,636782.934,243.865,4238.692
50.11,12461.73,636918.999,243.822,4238.697
50.12,12461.954,637055.065,243.778,4238.701
50.13,12462.177,637191.131,243.735,4238.705
50.14,12462.401,637327.199,243.692,4238.71
50.15,12462.625,637463.268,243.649,4238.714
50.16,12462.849,637599.338,243.605,4238.719
50.17,12463.072,637735.41,243.562,4238.723
50.18,12463.296,637871.482,243.519,4238.727
50.19,12463.519,638007.555,243.476,4238.732
50.2,12463.743,638143.63,243.432,4238.736
50.21,12463.966,638279.705,243.389,4238.74
50.22,12464.189,638415.782,243.346,4238.745
50.23,12464.413,638551.86,243.303,4238.749
50.24,12464.636,638687.939,243.26,4238.753
50.25,12464.859,638824.019,243.217,4238.758
50.26,12465.082,638960.1,243.174,4238.762
50.27,12465.305,639096.182,243.131,4238.766
50.28,12465.528,639232.265,243.088,4238.771
50.29,12465.751,639368.35,243.044,4238.775
50.3,12465.973,639504.435,243.001,4238.78
50.31,12466.196,639640.522,242.958,4238.784
50.32,12466.419,639776.609,242.915,4238.788
50.33,12466.641,639912.698,242.872,4238.793
50.34,12466.864,640048.788,242.829,4238.797
50.35,12467.086,640184.879,242.786,4238.801
50.36,12467.309,640320.971,242.744,4238.806
50.37,12467.531,640457.064,242.701,4238.81
50.38,12467.753,640593.158,242.658,4238.814
50.39,12467.975,640729.254,242.615,4238.819
50.4,12468.197,640865.35,242.572,4238.823
50.41,12468.42,641001.448,242.529,4238.827
50.42,12468.642,641137.546,242.486,4238.831
50.43,12468.863,641273.646,242.443,4238.836
50.44,12469.085,641409.747,242.401,4238.84
50.45,12469.307,641545.848,242.358,4238.844
50.46,12469.529,641681.951,242.315,4238.849
50.47,12469.75,641818.056,242.272,4238.853
50.48,12469.972,641954.161,242.229,4238.857
50.49,12470.194,642090.267,242.187,4238.862
50.5,12470.415,642226.374,242.144,4238.866
50.51,12470.636,642362.483,242.101,4238.87
50.52,12470.858,642498.592,242.059,4238.875
50.53,12471.079,642634.703,242.016,4238.879
50.54,12471.3,642770.815,241.973,4238.883
50.55,12471.521,642906.927,241.931,4238.887
50.56,12471.742,643043.041,241.888,4238.892
50.57,12471.963,643179.156,241.845,4238.896
50.58,12472.184,643315.272,241.803,4238.9
50.59,12472.405,643451.389,241.76,4238.905
50.6,12472.626,643587.508,241.718,4238.909
50.61,12472.847,643723.627,241.675,4238.913
50.62,12473.068,643859.747,241.632,4238.917
50.63,12473.288,643995.869,241.59,4238.922
50.64,12473.509,644131.991,241.547,4238.926
50.65,12473.729,644268.115,241.505,4238.93
50.66,12473.95,644404.24,241.462,4238.934
50.67,12474.17,644540.366,241.42,4238.939
50.68,12474.39,644676.493,241.378,4238.943
50.69,12474.611,644812.621,241.335,4238.947
50.7,12474.831,644948.75,241.293,4238.952
50.71,12475.051,645084.88,241.25,4238.956
50.72,12475.271,645221.011,241.208,4238.96
50.73,12475.491,645357.143,241.165,4238.964
50.74,12475.711,645493.277,241.123,4238.969
50.75,12475.931,645629.411,241.081,4238.973
50.76,12476.15,645765.547,241.038,4238.977
50.77,12476.37,645901.683,240.996,4238.981
50.78,12476.59,646037.821,240.954,4238.986
50.79,12476.809,646173.96,240.912,4238.99
50.8,12477.029,646310.1,240.869,4238.994
50.81,12477.248,646446.241,240.827,4238.998
50.82,12477.468,646582.383,240.785,4239.002
50.83,12477.687,646718.526,240.743,4239.007
50.84,12477.906,646854.67,240.7,4239.011
50.85,12478.126,646990.816,240.658,4239.015
50.86,12478.345,647126.962,240.616,4239.019
50.87,12478.564,647263.11,240.574,4239.024
50.88,12478.783,647399.258,240.532,4239.028
50.89,12479.002,647535.408,240.49,4239.032
50.9,12479.221,647671.558,240.447,4239.036
50.91,12479.44,647807.71,240.405,4239.04
50.92,12479.658,647943.863,240.363,4239.045
50.93,12479.877,648080.017,240.321,4239.049
50.94,12480.096,648216.172,240.279,4239.053
50.95,12480.314,648352.328,240.237,4239.057
50.96,12480.533,648488.485,240.195,4239.062
50.97,12480.751,648624.643,240.153,4239.066
50.98,12480.97,648760.803,240.111,4239.07
50.99,12481.188,648896.963,240.069,4239.074
51,12481.406,649033.125,240.027,4239.078
51.01,12481.624,649169.287,239.985,4239.083
51.02,12481.843,649305.451,239.943,4239.087
51.03,12482.061,649441.615,239.901,4239.091
51.04,12482.279,649577.781,239.859,4239.095
51.05,12482.497,649713.948,239.817,4239.099
51.06,12482.714,649850.116,239.776,4239.103
51.07,12482.932,649986.285,239.734,4239.108
51.08,12483.15,650122.455,239.692,4239.112
51.09,12483.368,650258.626,239.65,4239.116
51.1,12483.585,650394.798,239.608,4239.12
51.11,12483.803,650530.971,239.566,4239.124
51.12,12484.02,650667.146,239.525,4239.129
51.13,12484.238,650803.321,239.483,4239.133
51.14,12484.455,650939.497,239.441,4239.137
51.15,12484.673,651075.675,239.399,4239.141
51.16,12484.89,651211.854,239.358,4239.145
51.17,12485.107,651348.033,239.316,4239.149
51.18,12485.324,651484.214,239.274,4239.154
51.19,12485.541,651620.396,239.232,4239.158
51.2,12485.758,651756.579,239.191,4239.162
51.21,12485.975,651892.763,239.149,4239.166
51.22,12486.192,652028.948,239.107,4239.17
51.23,12486.409,652165.134,239.066,4239.174
51.24,12486.626,652301.321,239.024,4239.178
51.25,12486.842,652437.509,238.983,4239.183
51.26,12487.059,652573.698,238.941,4239.187
51.27,12487.275,652709.889,238.899,4239.191
51.28,12487.492,652846.08,238.858,4239.195
51.29,12487.708,652982.273,238.816,4239.199
51.3,12487.925,653118.466,238.775,4239.203
51.31,12488.141,653254.661,238.733,4239.207
51.32,12488.357,653390.856,238.692,4239.212
51.33,12488.574,653527.053,238.65,4239.216
51.34,12488.79,653663.251,238.609,4239.22
51.35,12489.006,653799.45,238.567,4239.224
51.36,12489.222,653935.65,238.526,4239.228
51.37,12489.438,654071.851,238.485,4239.232
51.38,12489.654,654208.053,238.443,4239.236
51.39,12489.869,654344.256,238.402,4239.24
51.4,12490.085,654480.46,238.36,4239.245
51.41,12490.301,654616.665,238.319,4239.249
51.42,12490.516,654752.872,238.278,4239.253
51.43,12490.732,654889.079,238.236,4239.257
51.44,12490.948,655025.287,238.195,4239.261
51.45,12491.163,655161.497,238.154,4239.265
51.46,12491.378,655297.707,238.112,4239.269
51.47,12491.594,655433.919,238.071,4239.273
51.48,12491.809,655570.132,238.03,4239.277
51.49,12492.024,655706.345,237.989,4239.282
51.5,12492.239,655842.56,237.947,4239.286
51.51,12492.454,655978.776,237.906,4239.29
51.52,12492.669,656114.993,237.865,4239.294
51.53,12492.884,656251.211,237.824,4239.298
51.54,12493.099,656387.43,237.783,4239.302
51.55,12493.314,656523.65,237.741,4239.306
51.56,12493.529,656659.871,237.7,4239.31
51.57,12493.743,656796.093,237.659,4239.314
51.58,12493.958,656932.317,237.618,4239.318
51.59,12494.173,657068.541,237.577,4239.322
51.6,12494.387,657204.766,237.536,4239.327
51.61,12494.602,657340.993,237.495,4239.331
51.62,12494.816,657477.22,237.454,4239.335
51.63,12495.03,657613.449,237.413,4239.339
51.64,12495.245,657749.678,237.372,4239.343
51.65,12495.459,657885.909,237.331,4239.347
51.66,12495.673,658022.14,237.29,4239.351
51.67,12495.887,658158.373,237.249,4239.355
51.68,12496.101,658294.607,237.208,4239.359
51.69,12496.315,658430.842,237.167,4239.363
51.7,12496.529,658567.078,237.126,4239.367
51.71,12496.743,658703.315,237.085,4239.371
51.72,12496.957,658839.553,237.044,4239.375
51.73,12497.17,658975.792,237.003,4239.379
51.74,12497.384,659112.032,236.962,4239.383
51.75,12497.598,659248.273,236.921,4239.387
51.76,12497.811,659384.515,236.88,4239.392
51.77,12498.025,659520.758,236.84,4239.396
51.78,12498.238,659657.003,236.799,4239.4
51.79,12498.451,659793.248,236.758,4239.404
51.8,12498.665,659929.494,236.717,4239.408
51.81,12498.878,660065.742,236.676,4239.412
51.82,12499.091,660201.99,236.636,4239.416
51.83,12499.304,660338.24,236.595,4239.42
51.84,12499.517,660474.491,236.554,4239.424
51.85,12499.73,660610.742,236.513,4239.428
51.86,12499.943,660746.995,236.473,4239.432
51.87,12500.156,660883.249,236.432,4239.436
51.88,12500.369,661019.503,236.391,4239.44
51.89,12500.582,661155.759,236.351,4239.444
51.9,12500.794,661292.016,236.31,4239.448
51.91,12501.007,661428.274,236.269,4239.452
51.92,12501.219,661564.533,236.229,4239.456
51.93,12501.432,661700.793,236.188,4239.46
51.94,12501.644,661837.054,236.147,4239.464
51.95,12501.857,661973.316,236.107,4239.468
51.96,12502.069,662109.579,236.066,4239.472
51.97,12502.281,662245.844,236.026,4239.476
51.98,12502.494,662382.109,235.985,4239.48
51.99,12502.706,662518.375,235.945,4239.484
52,12502.918,662654.643,235.904,4239.488
52.01,12503.13,662790.911,235.864,4239.492
52.02,12503.342,662927.18,235.823,4239.496
52.03,12503.554,663063.451,235.783,4239.5
52.04,12503.766,663199.722,235.742,4239.504
52.05,12503.977,663335.995,235.702,4239.508
52.06,12504.189,663472.268,235.661,4239.512
52.07,12504.401,663608.543,235.621,4239.516
52.08,12504.612,663744.819,235.58,4239.52
52.09,12504.824,663881.095,235.54,4239.524
52.1,12505.035,664017.373,235.5,4239.528
52.11,12505.247,664153.652,235.459,4239.532
52.12,12505.458,664289.932,235.419,4239.536
52.13,12505.669,664426.213,235.379,4239.54
52.14,12505.881,664562.495,235.338,4239.544
52.15,12506.092,664698.778,235.298,4239.548
52.16,12506.303,664835.062,235.258,4239.552
52.17,12506.514,664971.347,235.217,4239.556
52.18,12506.725,665107.633,235.177,4239.56
52.19,12506.936,665243.92,235.137,4239.564
52.2,12507.147,665380.208,235.097,4239.568
52.21,12507.358,665516.497,235.057,4239.572
52.22,12507.568,665652.787,235.016,4239.576
52.23,12507.779,665789.079,234.976,4239.58
52.24,12507.99,665925.371,234.936,4239.584
52.25,12508.2,666061.664,234.896,4239.588
52.26,12508.411,666197.959,234.856,4239.591
52.27,12508.621,666334.254,234.815,4239.595
52.28,12508.832,666470.55,234.775,4239.599
52.29,12509.042,666606.848,234.735,4239.603
52.3,12509.252,666743.146,234.695,4239.607
52.31,12509.463,666879.446,234.655,4239.611
52.32,12509.673,667015.747,234.615,4239.615
52.33,12509.883,667152.048,234.575,4239.619
52.34,12510.093,667288.351,234.535,4239.623
52.35,12510.303,667424.655,234.495,4239.627
52.36,12510.513,667560.959,234.455,4239.631
52.37,12510.723,667697.265,234.415,4239.635
52.38,12510.932,667833.572,234.375,4239.639
